SOLARSYSTEMID	SOLARSYSTEMNAME	X	Y	Z	LUMINOSITY	SECURITY	RADIUS
30000298	RVCZ-C	-1.77E+016	8.74E+016	1.61E+017	0.03	-0.14	1914954678624
30000299	5T-KM3	-1.87E+016	8.19E+016	1.80E+017	0.37	-0.17	3540663027648
30000300	LS9B-9	-1.38E+016	7.96E+016	1.56E+017	0.55	-0.2	4908490894224
30000301	1-GBBP	-5.76E+016	1.21E+017	2.10E+017	0.05	-0.77	1852961699344
30000302	C-FP70	-5.26E+016	1.28E+017	2.15E+017	0.54	-0.76	4663467541244
30000303	T-ZWA1	-4.88E+016	1.19E+017	2.10E+017	1.84	-0.75	4722365108228
30000304	ZA0L-U	-6.05E+016	1.30E+017	2.23E+017	0.59	-0.81	5133082272068
30000305	G96R-F	-6.05E+016	1.23E+017	2.28E+017	0.03	-0.87	1022610452412
30000306	Y-ZXIO	-5.62E+016	1.16E+017	2.27E+017	0.07	-0.9	2321177562640
30000307	B-E3KQ	-1.05E+016	7.47E+016	1.77E+017	0.43	-0.26	4605229987552
30000308	Y5J-EU	-8.14E+015	7.93E+016	1.81E+017	0.05	-0.22	1269219214865
30000309	O-LR1H	-7.56E+015	7.96E+016	1.74E+017	0.03	-0.25	1613474418897
30000310	G5ED-Y	-804350698341394	8.13E+016	1.78E+017	0.11	-0.27	1678671347487.81
30000311	BR-6XP	2.39E+015	8.55E+016	1.70E+017	0.08	-0.25	2388583671632
30000312	8-TFDX	3.99E+015	8.86E+016	1.75E+017	0.05	-0.19	1493280736285.5
30000313	UL-4ZW	7.50E+015	7.89E+016	1.73E+017	0.04	-0.41	1847561590420
30000314	A-QRQT	357359445750513	9.41E+016	1.68E+017	0.06	-0.13	1294034886750.22
30000315	WMBZ-U	4.81E+015	9.94E+016	1.67E+017	0.11	-0.09	1585538135328
30000316	PX5-LR	1.01E+016	9.09E+016	1.62E+017	1.07	-0.17	2424295768032
30000317	A3-RQ3	1.58E+016	8.32E+016	1.60E+017	0.04	-0.3	1057571588128
30000318	9-GBPD	1.79E+016	8.93E+016	1.56E+017	0.01	-0.16	2592437002815
30000319	LS-JEP	2.18E+016	8.16E+016	1.54E+017	0.09	-0.24	1978122669622
30000320	R-RSZZ	5.91E+015	7.73E+016	1.73E+017	1.18	-0.44	4557093797088
30000321	MGAM-4	7.18E+015	7.30E+016	1.66E+017	0.01	-0.58	407563002432
30000322	VORM-W	5.72E+015	7.31E+016	1.68E+017	0.27	-0.56	2811146844293
30000323	7G-H7D	2.14E+015	7.99E+016	1.66E+017	0.55	-0.36	2434069437904
30000324	Q3-BAY	1.38E+016	6.24E+016	1.64E+017	0.14	-0.81	5337044849936
30000325	JZV-F4	1.28E+016	5.79E+016	1.67E+017	1.05	-0.85	2075185726245
30000326	WF-1LM	1.11E+017	5.70E+016	2.00E+017	0.34	0	2577790556368
30000327	D95-FQ	9.97E+016	5.32E+016	2.20E+017	0.03	0	1572971787600
30000328	ZSPJ-K	1.01E+017	5.10E+016	2.14E+017	0.01	0	984095530304
30000329	U1F-86	1.06E+017	5.46E+016	2.08E+017	1.19	0	3217592968048
30000330	T-P7A6	1.14E+017	6.37E+016	2.05E+017	0.24	0	3842425651584
30000331	Y-T3JJ	1.16E+017	6.55E+016	2.10E+017	0.05	0	2002436739520
30000332	F3R-IA	1.06E+017	5.52E+016	1.96E+017	1.39	0	3592028942048
30000333	74-YTJ	1.25E+017	6.46E+016	2.04E+017	0.02	0	829884740904
30000334	8-RS3U	8.95E+016	6.24E+016	1.96E+017	0.05	0	1772102574512
30000335	OVFN-N	8.42E+016	7.36E+016	1.93E+017	0.09	0	3327104529264
30000336	1Q-BBM	8.87E+016	5.62E+016	1.95E+017	0.05	0	1501972248464
30000337	WXNC-N	8.60E+016	6.61E+016	1.91E+017	0.03	0	1254515643552
30000338	G-EA07	7.76E+016	7.39E+016	1.96E+017	0.69	0	3395573128672
30000339	X-L6BO	7.49E+016	8.13E+016	1.95E+017	0.12	0	6503378324640
30000340	D-PHUA	9.50E+016	4.97E+016	1.90E+017	0.01	0	2330553865256
30000341	3-HXHQ	9.95E+016	3.33E+016	1.83E+017	0.03	0	3626142273864
30000342	18A-NB	9.84E+016	2.57E+016	1.85E+017	0.02	0	891329887120
30000343	3-J5OQ	8.71E+016	2.87E+016	1.79E+017	0.18	0	2703970830912
30000344	GYF-GD	9.58E+016	4.75E+016	1.78E+017	0.07	0	1074431218832
30000345	W-6TS9	1.01E+017	4.16E+016	2.04E+017	0.02	0	901139352432
30000346	VIG-VR	1.04E+017	4.01E+016	1.94E+017	3.2	0	4169284555600
30000347	KX-P5C	7.94E+016	6.55E+016	2.40E+017	0.08	0	2362600832928
30000348	N-FJBK	7.77E+016	6.50E+016	2.37E+017	0.06	0	1569795325992
30000349	2-4ZT5	7.34E+016	5.41E+016	2.42E+017	0.1	0	1421492782208
30000350	NVN-6F	7.28E+016	6.72E+016	2.38E+017	0.68	0	2431536413840
30000351	09-8TH	7.06E+016	6.30E+016	2.34E+017	0.53	0	2373859047432
30000352	TI0-AX	6.93E+016	4.87E+016	2.40E+017	1.25	0	2736338669440
30000353	7O-POM	1.09E+017	7.44E+016	2.50E+017	0.02	0	1778710570928
30000354	L6Q-SX	1.03E+017	6.27E+016	2.39E+017	0.06	0	1529857981800
30000355	BFJ-TB	9.87E+016	8.48E+016	2.58E+017	0.02	0	1522141682960
30000356	ZZ7-L6	1.06E+017	6.67E+016	2.44E+017	0.06	0	1623801684704
30000357	L-CHVW	1.08E+017	7.11E+016	2.53E+017	0.01	0	2383038077936
30000358	X0LN-U	8.90E+016	8.81E+016	2.73E+017	0.09	0	3038690622016
30000359	RQAE-M	9.31E+016	9.64E+016	2.78E+017	0.44	0	2636019126064
30000360	7CO-SA	9.15E+016	5.71E+016	2.37E+017	0.2	0	2099893108608
30000361	4G-E5A	8.46E+016	7.11E+016	2.48E+017	0.15	0	5860589281808
30000362	A-VWK9	9.72E+016	4.31E+016	2.16E+017	0.03	0	3458711253416
30000363	JQHP-4	1.02E+017	3.96E+016	2.22E+017	0.22	0	3960671075424
30000364	6Q5K-5	9.61E+016	4.06E+016	2.12E+017	0.15	0	2019695364288
30000365	P-MVFP	9.92E+016	4.91E+016	2.30E+017	0.24	0	3407694535024
30000366	J-Z1UW	8.11E+016	7.22E+016	2.64E+017	3.75	0	5330165891920
30000367	W477-P	8.95E+016	4.69E+016	2.58E+017	0.07	0	1586272458976
30000368	NQ1-BL	8.29E+016	6.16E+016	2.53E+017	0.43	0	3004875610864
30000369	K7A-G8	7.87E+016	4.46E+016	2.68E+017	0.01	0	2126705020176
30000370	HP-PMX	8.86E+016	5.74E+016	2.51E+017	0.01	0	1083236402752
30000371	6BN-K9	8.03E+016	3.21E+016	2.70E+017	0.28	0	3774473882616
30000372	WLE-PY	8.09E+016	6.42E+016	2.68E+017	0.11	0	2639484352912
30000373	EH-HXW	9.10E+016	5.63E+016	2.63E+017	0.03	0	1621130022832
30000374	OS-RR3	8.51E+016	6.98E+016	2.68E+017	0.07	0	805544565864
30000375	V4-GZL	9.58E+016	5.56E+016	2.49E+017	0.09	0	2058755946792
30000376	4C-Z91	9.31E+016	1.64E+016	1.69E+017	0.12	0	2107444040864
30000377	RU-97T	8.73E+016	2.03E+016	1.55E+017	0.01	-1	538248163856
30000378	1S-1V7	8.95E+016	1.97E+016	1.74E+017	0.16	0	1330627239632
30000379	PE1-R1	9.20E+016	1.89E+016	1.58E+017	0.29	0	1729792830904
30000380	Polaris	8.15E+016	1.85E+016	1.55E+017	0.02	0	738757793552
30000381	JB-007	9.43E+016	7.42E+015	1.70E+017	0.01	0	2239414456464
30000382	USJ2-M	9.78E+016	8.77E+016	2.84E+017	1.71	0	2602706817120
30000383	7M-RAL	9.18E+016	8.52E+016	2.93E+017	0.06	0	1307791511104
30000384	LPBU-U	9.58E+016	9.08E+016	2.97E+017	0.15	0	1592604450816
30000385	RF-342	9.35E+016	7.99E+016	3.06E+017	0.1	0	2206112716608
30000386	J2V-XY	8.98E+016	9.00E+016	2.96E+017	0.03	0	1142563367112
30000387	Z-JBTR	9.80E+016	6.80E+016	3.08E+017	0.78	0	3083887035008
30000388	S-QNXH	9.30E+016	6.25E+016	3.08E+017	3.3	0	6704780015200
30000389	S94-X8	8.44E+016	5.62E+016	3.12E+017	0.02	0	679675712512
30000390	J-YQEC	8.27E+016	5.97E+016	3.02E+017	2.15	0	5194161217432
30000391	8MX-OR	7.69E+016	5.35E+016	3.04E+017	0.01	0	1577209230944
30000392	97YC-C	7.76E+016	6.61E+016	3.05E+017	0.12	0	2026610514816
30000393	V-AMD5	7.37E+016	5.82E+016	3.10E+017	0.15	0	4579255460768
30000394	U-JC8X	8.10E+016	4.62E+016	3.12E+017	0.05	0	2058571858016
30000395	1HH3-E	9.79E+016	7.05E+016	3.16E+017	0.03	0	1220964553816
30000396	DUIU-Q	1.00E+017	7.50E+016	3.21E+017	1.36	0	4726292598264
30000397	LQH0-H	1.02E+017	6.67E+016	3.27E+017	0.07	0	1930843432984
30000398	FRW3-2	1.02E+017	7.99E+016	3.26E+017	0.01	0	2505435731488
30000399	9MX-1C	9.59E+016	8.39E+016	3.36E+017	0.46	0	1249095433864
30000400	IED-4U	9.76E+016	8.31E+016	3.27E+017	0.83	0	5131341827328
30000401	N-9EOQ	1.00E+017	9.48E+016	3.35E+017	0.73	0	2547281693664
30000402	6F3-TK	9.64E+016	8.16E+016	3.15E+017	0.19	0	3207759227376
30000403	2E0P-2	1.04E+017	9.06E+016	3.12E+017	0.02	0	1024307177440
30000404	U-ITH5	1.04E+017	9.86E+016	3.18E+017	0.95	0	3270579699696
30000405	N-4G5L	9.80E+016	1.01E+017	3.17E+017	0.06	0	2594793236480
30000406	RB-2EA	1.10E+017	1.01E+017	3.01E+017	0.94	0	4530931103328
30000407	ZK5-42	9.26E+016	7.93E+016	3.15E+017	0.08	0	1066558479648
30000408	YRZ-E4	1.03E+017	8.86E+016	3.48E+017	0.02	0	1350052454848
30000409	A3-PAT	9.89E+016	9.50E+016	3.53E+017	0.03	0	1571006958176
30000410	H55-2R	9.67E+016	9.88E+016	3.58E+017	0.04	0	2872211707488
30000411	P6-DBM	9.26E+016	9.91E+016	3.58E+017	0.09	0	2209278057200
30000412	9XI-0X	1.03E+017	9.60E+016	3.52E+017	0.01	0	2131930446824
30000413	Q8T-MC	9.75E+016	9.45E+016	3.67E+017	0.04	0	1503220874688
30000414	Z-YOJ9	7.61E+016	8.02E+016	2.61E+017	0.02	0	1713783633536
30000415	4T4B-L	7.32E+016	8.99E+016	2.62E+017	0.08	0	1098633502096
30000416	F-JB3H	6.36E+016	8.89E+016	2.65E+017	0.19	0	2469689344336
30000417	XBO7-F	6.21E+016	9.53E+016	2.65E+017	0.07	0	2400051002148
30000418	FI-449	6.08E+016	8.31E+016	2.69E+017	0.38	0	2457715138936
30000419	UA7-U4	5.87E+016	9.75E+016	2.52E+017	1.4	-0.01	2070909022368
30000420	VM-QFU	9.96E+016	8.94E+016	3.72E+017	0.1	0	1890981240840
30000421	PU-1Z8	1.02E+017	8.52E+016	3.68E+017	0.02	0	1232082147392
30000422	IEZW-V	1.02E+017	8.99E+016	3.74E+017	0.11	0	1912153895344
30000423	B-DXO9	1.10E+017	8.90E+016	3.73E+017	0.56	0	2736244545312
30000424	1TS-WN	1.20E+017	8.39E+016	3.66E+017	4.19	0	3102496554608
30000425	16-31U	1.22E+017	1.02E+017	3.64E+017	0.01	0	904547411584
30000426	H472-N	1.21E+017	1.07E+017	3.60E+017	0.03	0	3929882164256
30000427	U8MM-3	9.01E+016	9.66E+016	3.75E+017	1.84	0	2340998946584
30000428	3C-26I	8.51E+016	8.82E+016	3.81E+017	0.02	0	1386523292192
30000429	9K-VDI	8.87E+016	9.29E+016	3.84E+017	0.08	0	2207413360224
30000430	L-SDU7	7.37E+016	7.69E+016	3.84E+017	2.38	0	3987462979416
30000431	4-IPWK	8.06E+016	8.17E+016	3.86E+017	0.07	0	1655609210976
30000432	Q-KCK3	7.94E+016	8.47E+016	3.78E+017	0.14	0	1027523941376
30000433	WU-FHQ	1.07E+017	-3.04E+016	-1.54E+017	0.08	-0.26	1972823730608
30000434	V-4DBR	1.04E+017	-3.09E+016	-1.60E+017	0.04	-0.32	1775193259864
30000435	B-5UFY	9.92E+016	-3.43E+016	-1.68E+017	0.03	-0.4	1328966361664
30000436	SK42-F	9.35E+016	-3.22E+016	-1.55E+017	0.58	-0.32	2153787559440
30000437	EU9-J3	8.94E+016	-4.33E+016	-1.61E+017	0.05	-0.25	1598319284464
30000438	PQRE-W	9.04E+016	-3.03E+016	-1.74E+017	1.88	-0.62	3035731060592
30000439	OEG-K9	8.39E+016	-1.97E+016	-1.76E+017	0.01	-0.8	2783182393968
30000440	0-W778	1.29E+017	-1.26E+016	-1.87E+017	0.03	-0.22	916883768200
30000441	DG-8VJ	1.38E+017	-2.36E+016	-1.83E+017	1.37	-0.35	3905137628424
30000442	5J4K-9	1.32E+017	-8.85E+015	-1.88E+017	0.06	-0.2	3140925817696
30000443	MD-0AW	1.21E+017	-1.11E+016	-1.92E+017	1.55	-0.2	6598475854192
30000444	H-FGJO	1.28E+017	-9.34E+015	-2.01E+017	0.09	-0.21	1675260405056
30000445	1KAW-T	1.46E+017	-2.36E+016	-1.80E+017	0.01	-0.4	676858396752
30000446	C5-SUU	7.71E+016	-1.74E+016	-1.98E+017	0.17	-0.51	3370943721352
30000447	XSUD-1	6.79E+016	-2.66E+016	-2.01E+017	0.12	-0.34	2394274550208
30000448	3-LJW3	7.06E+016	-7.10E+015	-1.94E+017	0.05	-0.62	1560234927440
30000449	ZLO3-V	7.80E+016	-4.26E+015	-1.95E+017	0.39	-0.59	3750572701824
30000450	P7MI-T	7.13E+016	-1.69E+016	-2.06E+017	0.02	-0.4	1842926772672
30000451	JFV-ID	6.80E+016	-1.87E+016	-2.12E+017	0.17	-0.36	1603191868432
30000452	3-3EZB	8.18E+016	-1.81E+016	-1.97E+017	1.09	-0.51	6662069778112
30000453	52CW-6	8.71E+016	-1.78E+016	-1.99E+017	0.29	-0.46	1897727285760
30000454	9-OUGJ	1.29E+017	-2.97E+016	-1.79E+017	0.02	-0.36	2182294651952
30000455	4NDT-W	1.37E+017	-2.06E+016	-1.74E+017	0.12	-0.33	2340207336000
30000456	GR-X26	1.13E+017	-3.90E+016	-1.72E+017	0.05	-0.32	2037003184896
30000457	6OU9-U	1.15E+017	-3.38E+016	-1.62E+017	3.77	-0.32	3599805058240
30000458	9N-0HF	1.14E+017	-2.77E+016	-1.53E+017	0.02	-0.26	1012846801128
30000459	U-OVFR	1.19E+017	-2.79E+016	-1.77E+017	0.46	-0.31	3698598067680
30000460	G3D-ZT	1.09E+017	-3.14E+016	-1.82E+017	0.33	-0.34	1067768357568
30000461	D-0UI0	1.17E+017	-3.54E+016	-1.79E+017	0.01	-0.32	866224654016
30000462	L8-WNE	1.01E+017	-1.89E+016	-1.89E+017	1.08	-0.44	2898993476104
30000463	1-GBVE	9.69E+016	-2.06E+016	-1.94E+017	0.01	-0.44	903208753568
30000464	GC-LTF	1.09E+017	-4.19E+016	-1.90E+017	0.11	-0.26	1129976445072
30000465	NB-ALM	1.02E+017	-2.72E+016	-1.81E+017	0.05	-0.46	909364379880
30000466	LT-XI4	1.36E+017	-9.84E+015	-2.04E+017	0.09	-0.24	1742941320048
30000467	L-QQ6P	1.47E+017	-1.48E+016	-2.06E+017	1.13	-0.35	6918527940736
30000468	5OJ-G2	1.49E+017	-2.46E+016	-2.11E+017	8.72	-0.47	5946785077968
30000469	9-02G0	1.57E+017	-2.00E+016	-2.11E+017	1.19	-0.47	4391491829888
30000470	XA5-TY	1.53E+017	-2.71E+016	-2.15E+017	0.11	-0.53	1270131722512
30000471	M-XUZZ	1.56E+017	-1.41E+016	-2.20E+017	0.01	-0.46	957607229440
30000472	OFVH-Y	6.50E+016	-2.70E+016	-2.03E+017	0.03	-0.3	3503056782880
30000473	2-X0PF	6.46E+016	-2.03E+016	-2.02E+017	0.17	-0.38	3606344665484
30000474	1-PGSG	6.23E+016	-1.39E+016	-1.96E+017	0.17	-0.5	3367369447244
30000475	QLPX-J	6.19E+016	-2.63E+016	-2.04E+017	0.01	-0.28	4025372407072
30000476	A-C5TC	6.44E+016	-3.03E+016	-2.11E+017	0.03	-0.24	906177112736
30000477	RZ-PIY	6.99E+016	-3.44E+016	-2.12E+017	0.34	-0.23	6571566881800
30000478	FR46-E	6.58E+016	-2.97E+016	-2.15E+017	0.1	-0.27	1367129114156
30000479	SLVP-D	1.61E+017	-2.28E+016	-2.20E+017	0.24	-0.57	4574170890896
30000480	0-G8NO	1.62E+017	-3.13E+016	-2.24E+017	3.01	-0.69	3744063510816
30000481	QRFJ-Q	1.73E+017	-1.79E+016	-2.13E+017	0.01	-0.53	762893495632
30000482	HZFJ-M	1.65E+017	-3.55E+016	-2.21E+017	1.26	-0.71	5367409302928
30000483	77S8-E	1.64E+017	-4.53E+016	-2.31E+017	0.6	-0.82	2863437973872
30000484	FMH-OV	1.77E+017	-5.16E+016	-2.43E+017	0.03	-0.9	3834453822752
30000485	TYB-69	9.48E+016	-9.64E+015	-2.03E+017	0.03	-0.34	1006876555160
30000486	EDQG-L	1.04E+017	-3.26E+015	-2.10E+017	0.09	-0.21	1327459812800
30000487	7-P1JO	1.04E+017	-1.40E+016	-2.06E+017	0.1	-0.25	3221864169744
30000488	T-0JWP	1.07E+017	-1.55E+016	-2.05E+017	0.23	-0.24	4832219309440
30000489	J-L9MA	9.93E+016	-780678418483380	-2.07E+017	0.06	-0.24	2644456358368
30000490	DX-TAR	1.07E+017	-1.43E+016	-2.11E+017	0.07	-0.24	2347715565864
30000491	A-7XFN	1.18E+017	-1.76E+016	-2.09E+017	0.1	-0.23	1285739623856
30000492	O3-4MN	1.24E+017	-1.85E+016	-2.07E+017	0.91	-0.25	3016920947408
30000493	U-MFTL	1.28E+017	-2.33E+016	-2.12E+017	0.03	-0.31	1388375034288
30000494	8FN-GP	1.90E+017	-1.71E+016	-2.02E+017	0.01	-0.51	2551983795632
30000495	FIDY-8	1.98E+017	-5.92E+015	-2.03E+017	0.05	-0.52	2638960669424
30000496	X40H-9	2.07E+017	-8.14E+015	-2.01E+017	0.19	-0.62	3608743117360
30000497	F2W-C6	2.13E+017	-1.27E+016	-1.99E+017	0.01	-0.71	838333376608
30000498	KZ9T-C	2.28E+017	-2.00E+016	-1.93E+017	2.39	-0.77	5301140716032
30000499	XW2H-V	2.25E+017	-9.06E+015	-1.87E+017	0.06	-0.87	1739957424336
30000500	F9O-U9	7.13E+016	-4.13E+016	-2.06E+017	0.02	-0.17	1767894808464
30000501	S-51XG	7.57E+016	-4.62E+016	-2.05E+017	0.06	-0.14	1995810903776
30000502	E-1XVP	8.20E+016	-4.01E+016	-2.05E+017	0.06	-0.21	2362499638736
30000503	E-ACV6	8.42E+016	-4.99E+016	-2.14E+017	0.01	-0.16	2747152407800
30000504	BOZ1-O	8.87E+016	-5.09E+016	-2.12E+017	0.03	-0.15	1587157833504
30000505	QIMO-2	6.69E+016	-4.15E+016	-2.02E+017	0.73	-0.15	3195302640408
30000506	Z-2Y2Y	7.49E+016	-4.99E+016	-2.18E+017	0.33	-0.15	2438188355168
30000507	Q0J-RH	9.67E+016	-6.13E+016	-2.09E+017	0.1	-0.14	1995995763160
30000508	SAI-T9	6.34E+016	-2.60E+016	-2.18E+017	0.16	-0.31	3364788711808
30000509	IAS-I5	6.97E+016	-2.64E+016	-2.24E+017	0.04	-0.39	699204705296
30000510	K7S-FF	7.13E+016	-2.95E+016	-2.21E+017	1.07	-0.34	4792882999056
30000511	RT-9WL	7.06E+016	-1.79E+016	-2.28E+017	0.04	-0.5	2081553049424
30000512	O5Q7-U	7.23E+016	-1.20E+016	-2.35E+017	0.83	-0.6	4711974880368
30000513	62O-UE	7.37E+016	-4.05E+015	-2.37E+017	0.55	-0.56	4647756404432
30000514	U0W-DR	6.16E+016	-3.21E+016	-2.18E+017	0.02	-0.24	782170492560
30000515	SY-UWN	5.98E+016	-3.82E+016	-2.17E+017	0.85	-0.18	2351097242000
30000516	DX-DFJ	5.76E+016	-2.89E+016	-2.21E+017	0.03	-0.27	954489886336
30000517	X-31TE	6.67E+016	-3.94E+016	-2.17E+017	0.13	-0.2	3092161301824
30000518	DVWV-3	5.46E+016	-1.83E+016	-2.23E+017	0.02	-0.36	2031906402768
30000519	KE-0FB	5.30E+016	-2.91E+016	-2.22E+017	0.2	-0.25	4706753867856
30000520	I-9GI1	4.95E+016	-3.13E+016	-2.21E+017	0.79	-0.2	6889145197068
30000521	W6P-7U	1.30E+017	-2.60E+016	-2.07E+017	0.02	-0.32	676392501320
30000522	0IF-26	1.37E+017	-2.74E+016	-2.10E+017	0.39	-0.4	1659453440784
30000523	H-93YV	1.28E+017	-3.07E+016	-2.02E+017	0.38	-0.33	2089256894192
30000524	E51-JE	1.24E+017	-2.64E+016	-1.99E+017	0.33	-0.28	2295755399728
30000525	7-A6XV	1.39E+017	-3.78E+016	-2.05E+017	0.26	-0.45	4061966761256
30000526	QXE-1N	1.27E+017	-3.70E+016	-1.98E+017	1.45	-0.35	2731522936072
30000527	U69-YC	1.46E+017	-4.06E+016	-2.03E+017	0.21	-0.52	3897359658496
30000528	L-L7PE	1.50E+017	-4.36E+016	-2.05E+017	0.02	-0.56	2122260264128
30000529	MKIG-5	1.24E+017	-1.35E+016	-1.56E+017	0.06	-0.22	1750049553808
30000530	YHEN-G	1.21E+017	-7.52E+015	-1.54E+017	0.06	-0.2	1643591827744
30000531	E-JCUS	1.17E+017	-9.95E+015	-1.57E+017	0.06	-0.22	1551690410408
30000532	W-QN5X	1.14E+017	-1.86E+016	-1.62E+017	0.1	-0.27	1017615692672
30000533	LP1M-Q	1.15E+017	-1.21E+016	-1.63E+017	0.07	-0.24	1709833890304
30000534	30-YOU	1.32E+017	-1.59E+016	-1.60E+017	0.18	-0.27	1277525288736
30000535	384-IN	1.20E+017	-5.22E+015	-1.51E+017	0.07	-0.2	1992081445520
30000536	4F89-U	1.11E+017	-1.04E+016	-1.56E+017	0.02	-0.25	900551174864
30000537	G063-U	1.11E+017	-1.71E+016	-1.64E+017	0.1	-0.3	2184467370448
30000538	J7-BDX	1.33E+017	-2.83E+016	-1.61E+017	0.18	-0.41	2871912291312
30000539	MLQ-O9	1.32E+017	1.51E+016	-1.45E+017	0.02	-0.2	1959055505240
30000540	L-FM3P	1.35E+017	-1.29E+015	-1.49E+017	1.18	-0.17	4947943224176
30000541	X-ARMF	1.44E+017	1.78E+016	-1.54E+017	1.59	-0.09	6509502086736
30000542	8-OZU1	1.35E+017	7.60E+015	-1.42E+017	0.02	-0.18	1630302020208
30000543	0TYR-T	1.39E+017	3.47E+015	-1.43E+017	0.07	-0.16	5269301662200
30000544	GM-50Y	1.31E+017	-1.16E+015	-1.56E+017	0.06	-0.17	1619952489072
30000545	G9L-LP	1.35E+017	1.91E+015	-1.58E+017	0.03	-0.15	1684409979536
30000546	MWA-5Q	9.87E+016	8.30E+015	-1.68E+017	0.37	-0.31	1791703532528
30000547	H-HHTH	9.85E+016	-1.23E+015	-1.73E+017	0.03	-0.42	4067247347336
30000548	JQU-KY	1.02E+017	8.59E+015	-1.78E+017	0.41	-0.27	1911939622376
30000549	UY5A-D	1.02E+017	-5.11E+015	-1.78E+017	0.85	-0.4	5854728710928
30000550	C-62I5	1.17E+017	8.12E+015	-1.86E+017	0.22	-0.12	3314145950768
30000551	ZH-GKG	1.16E+017	1.07E+016	-1.77E+017	0.3	-0.13	4549154765536
30000552	GPLB-C	1.12E+017	-4.43E+015	-1.45E+017	0.17	-0.25	2181574898592
30000553	GGE-5Q	9.76E+016	9.21E+015	-1.41E+017	0.06	-0.49	2500888948144
30000554	5E-CMA	9.99E+016	2.67E+015	-1.38E+017	0.07	-0.42	483035971624
30000555	U104-3	1.03E+017	-1.25E+016	-1.50E+017	2	-0.27	4727344819664
30000556	M3-KAQ	9.76E+016	-6.10E+015	-1.51E+017	0.02	-0.32	1833761334288
30000557	6-L4YC	1.12E+017	-4.92E+015	-1.49E+017	0.04	-0.24	2527837827136
30000558	UM-SCG	9.70E+016	1.26E+016	-1.63E+017	0.13	-0.31	2125714186816
30000559	F-3FOY	8.82E+016	928164548921419	-1.58E+017	0.04	-0.41	1485550882704
30000560	OAIG-0	9.12E+016	1.41E+016	-1.60E+017	0.1	-0.35	1664430266000
30000561	UZ-QXW	9.14E+016	1.82E+016	-1.46E+017	0.5	-0.48	3905605540528
30000562	5DE-QS	8.93E+016	6.88E+015	-1.55E+017	0.01	-0.37	1255080632056
30000563	R0-DMM	8.51E+016	1.51E+016	-1.44E+017	0.15	-0.47	2078348796464
30000564	5Q65-4	8.69E+016	1.84E+016	-1.36E+017	0.56	-0.62	3347784534048
30000565	SR-4EK	7.14E+016	1.18E+016	-1.45E+017	0.17	-0.34	2632508977212
30000566	0RI-OV	6.81E+016	7.68E+015	-1.45E+017	0.18	-0.29	2197064104496
30000567	C-LTXS	7.55E+016	-5.81E+015	-1.46E+017	0.05	-0.29	954386252248
30000568	C0O6-K	6.64E+016	9.28E+015	-1.48E+017	0.06	-0.3	2258981084912
30000569	HD-AJ7	7.39E+016	-8.90E+015	-1.49E+017	0.01	-0.31	1639086561856
30000570	G9NE-B	6.90E+016	1.66E+016	-1.46E+017	0.01	-0.33	1345606031904
30000571	SJJ-4F	7.02E+016	-6.40E+015	-1.45E+017	0.02	-0.25	1391606713848
30000572	F-QQ5N	5.76E+016	1.12E+016	-1.78E+017	0.02	-0.65	2006055215608
30000573	1-7B6D	6.18E+016	1.14E+016	-1.81E+017	0.03	-0.69	1362463665856
30000574	H6-EYX	6.20E+016	8.17E+015	-1.87E+017	0.33	-0.73	3314791123088
30000575	U-HVIX	5.36E+016	8.07E+015	-1.84E+017	0.04	-0.66	1121276348640
30000576	4-EFLU	4.82E+016	1.12E+016	-1.77E+017	0.03	-0.52	2160079544320
30000577	EIH-IU	5.07E+016	1.54E+015	-1.89E+017	0.47	-0.6	806446744716
30000578	F-EM4Q	6.50E+016	1.76E+016	-1.64E+017	0.03	-0.43	2081673030648
30000579	1L-OEK	6.43E+016	6.08E+015	-1.76E+017	0.43	-0.66	2596584614352
30000580	MN-Q26	6.75E+016	1.84E+016	-1.71E+017	0.65	-0.51	2553010447472
30000581	5H-SM2	6.76E+016	4.24E+015	-1.81E+017	0.23	-0.71	3033725658392
30000582	4-OS2A	6.64E+016	1.69E+016	-1.76E+017	0.16	-0.6	11738327723584
30000583	YI-GV6	7.30E+016	-2.47E+015	-1.71E+017	0.01	-0.64	905094081472
30000584	SO-X5L	7.23E+016	-8.99E+015	-1.76E+017	0.66	-0.7	4481643798152
30000585	XQS-GZ	7.66E+016	1.16E+016	-1.74E+017	0.19	-0.55	2336535396608
30000586	Q-GQHN	7.23E+016	1.53E+016	-1.71E+017	0.02	-0.53	2447806495392
30000587	A-4JOO	1.22E+017	1.90E+016	-1.56E+017	0.02	-0.2	1065258297232
30000588	TP7-KE	1.11E+017	2.43E+016	-1.53E+017	0.78	-0.33	4952536372528
30000589	R4N-LD	1.12E+017	1.41E+016	-1.55E+017	0.02	-0.26	860739714104
30000590	3Q-VZA	1.19E+017	1.83E+016	-1.53E+017	0.08	-0.25	1260634685248
30000591	M-MBRT	1.08E+017	8.02E+015	-1.60E+017	2.7	-0.24	3401631614480
30000592	HPBE-D	1.07E+017	1.75E+016	-1.57E+017	0.1	-0.29	1855951955848
30000593	GRHS-B	8.82E+016	-7.06E+015	-1.58E+017	0.59	-0.46	4956817047232
30000594	J-RXYN	9.57E+016	-1.08E+016	-1.61E+017	0.1	-0.46	1498518382280
